Column1,Content ID,ReactionType,Datetime,Datetime,Year,Month,Content Type,Category,Sentiment,Score,count post,,Category,Sum,,,
24865,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,indifferent,07/08/2020,07/08/2020 15:14,2020,8,GIF,cooking,neutral,20,2114,,,,,,
24866,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,worried,26/12/2020,26/12/2020 08:04,2020,12,GIF,cooking,negative,12,2092,,,,,,
24867,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,like,11/02/2021,11/02/2021 13:20,2021,2,GIF,cooking,positive,50,1914,,,,,,
24868,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,peeking,09/01/2021,09/01/2021 15:49,2021,1,GIF,cooking,neutral,35,2126,,,,,,
24870,8e0f1d3e-b588-44de-a423-8224eb26aa99,dislike,14/06/2021,14/06/2021 09:08,2021,6,audio,healthy eating,negative,10,2021,,,,,,
24871,8e0f1d3e-b588-44de-a423-8224eb26aa99,heart,29/11/2020,29/11/2020 00:11,2020,11,audio,healthy eating,positive,60,2034,,,,,,
24872,8e0f1d3e-b588-44de-a423-8224eb26aa99,disgust,20/10/2020,20/10/2020 14:28,2020,10,audio,healthy eating,negative,0,2056,,,,,,
24873,8e0f1d3e-b588-44de-a423-8224eb26aa99,cherish,08/11/2020,08/11/2020 13:17,2020,11,audio,healthy eating,positive,70,2034,,,,,,
24874,8e0f1d3e-b588-44de-a423-8224eb26aa99,hate,24/08/2020,24/08/2020 20:42,2020,8,audio,healthy eating,negative,5,2114,,,,,,
24875,8e0f1d3e-b588-44de-a423-8224eb26aa99,want,17/02/2021,17/02/2021 18:25,2021,2,audio,healthy eating,positive,70,1914,,,,,,
24876,8e0f1d3e-b588-44de-a423-8224eb26aa99,want,05/03/2021,05/03/2021 09:59,2021,3,audio,healthy eating,positive,70,2012,,,,,,
24877,8e0f1d3e-b588-44de-a423-8224eb26aa99,hate,31/05/2021,31/05/2021 08:09,2021,5,audio,healthy eating,negative,5,2138,,,,,,
24878,8e0f1d3e-b588-44de-a423-8224eb26aa99,hate,19/04/2021,19/04/2021 15:28,2021,4,audio,healthy eating,negative,5,1974,,,,,,
24879,8e0f1d3e-b588-44de-a423-8224eb26aa99,adore,25/05/2021,25/05/2021 09:45,2021,5,audio,healthy eating,positive,72,2138,,,,,,
24880,8e0f1d3e-b588-44de-a423-8224eb26aa99,hate,19/04/2021,19/04/2021 18:38,2021,4,audio,healthy eating,negative,5,1974,,,,,,
24881,8e0f1d3e-b588-44de-a423-8224eb26aa99,heart,08/06/2021,08/06/2021 09:53,2021,6,audio,healthy eating,positive,60,2021,,,,,,
24882,8e0f1d3e-b588-44de-a423-8224eb26aa99,peeking,18/04/2021,18/04/2021 02:32,2021,4,audio,healthy eating,neutral,35,1974,,,,,,
24883,8e0f1d3e-b588-44de-a423-8224eb26aa99,cherish,24/07/2020,24/07/2020 10:37,2020,7,audio,healthy eating,positive,70,2070,,,,,,
24884,8e0f1d3e-b588-44de-a423-8224eb26aa99,adore,22/05/2021,22/05/2021 07:06,2021,5,audio,healthy eating,positive,72,2138,,,,,,
24885,8e0f1d3e-b588-44de-a423-8224eb26aa99,super love,08/06/2021,08/06/2021 07:22,2021,6,audio,healthy eating,positive,75,2021,,,,,,
24886,8e0f1d3e-b588-44de-a423-8224eb26aa99,heart,03/02/2021,03/02/2021 09:17,2021,2,audio,healthy eating,positive,60,1914,,,,,,
24887,8e0f1d3e-b588-44de-a423-8224eb26aa99,intrigued,13/06/2021,13/06/2021 09:49,2021,6,audio,healthy eating,positive,45,2021,,,,,,
24888,8e0f1d3e-b588-44de-a423-8224eb26aa99,interested,09/01/2021,09/01/2021 17:20,2021,1,audio,healthy eating,positive,30,2126,,,,,,
24889,8e0f1d3e-b588-44de-a423-8224eb26aa99,dislike,08/12/2020,08/12/2020 03:12,2020,12,audio,healthy eating,negative,10,2092,,,,,,
24890,8e0f1d3e-b588-44de-a423-8224eb26aa99,worried,04/02/2021,04/02/2021 14:44,2021,2,audio,healthy eating,negative,12,1914,,,,,,
24891,8e0f1d3e-b588-44de-a423-8224eb26aa99,disgust,04/07/2020,04/07/2020 06:10,2020,7,audio,healthy eating,negative,0,2070,,,,,,
24892,8e0f1d3e-b588-44de-a423-8224eb26aa99,scared,04/04/2021,04/04/2021 13:30,2021,4,audio,healthy eating,negative,15,1974,,,,,,
24893,8e0f1d3e-b588-44de-a423-8224eb26aa99,intrigued,22/09/2020,22/09/2020 13:24,2020,9,audio,healthy eating,positive,45,2022,,,,,,
24894,8e0f1d3e-b588-44de-a423-8224eb26aa99,love,29/08/2020,29/08/2020 08:26,2020,8,audio,healthy eating,positive,65,2114,,,,,,
24895,8e0f1d3e-b588-44de-a423-8224eb26aa99,want,01/08/2020,01/08/2020 11:04,2020,8,audio,healthy eating,positive,70,2114,,,,,,
24897,a1249a46-6362-4a73-a1e9-3b5d236cdd73,cherish,28/12/2020,28/12/2020 19:51,2020,12,GIF,studying,positive,70,2092,,,,,,
24898,a1249a46-6362-4a73-a1e9-3b5d236cdd73,disgust,11/09/2020,11/09/2020 18:13,2020,9,GIF,studying,negative,0,2022,,,,,,
24899,a1249a46-6362-4a73-a1e9-3b5d236cdd73,heart,17/06/2021,17/06/2021 16:34,2021,6,GIF,studying,positive,60,2021,,,,,,
24900,a1249a46-6362-4a73-a1e9-3b5d236cdd73,indifferent,01/02/2021,01/02/2021 17:34,2021,2,GIF,studying,neutral,20,1914,,,,,,
24901,a1249a46-6362-4a73-a1e9-3b5d236cdd73,heart,28/05/2021,28/05/2021 21:31,2021,5,GIF,studying,positive,60,2138,,,,,,
24902,a1249a46-6362-4a73-a1e9-3b5d236cdd73,cherish,22/12/2020,22/12/2020 18:02,2020,12,GIF,studying,positive,70,2092,,,,,,
24903,a1249a46-6362-4a73-a1e9-3b5d236cdd73,scared,29/11/2020,29/11/2020 02:52,2020,11,GIF,studying,negative,15,2034,,,,,,
24904,a1249a46-6362-4a73-a1e9-3b5d236cdd73,like,21/01/2021,21/01/2021 15:34,2021,1,GIF,studying,positive,50,2126,,,,,,
24905,a1249a46-6362-4a73-a1e9-3b5d236cdd73,indifferent,09/01/2021,09/01/2021 00:47,2021,1,GIF,studying,neutral,20,2126,,,,,,
24906,a1249a46-6362-4a73-a1e9-3b5d236cdd73,super love,15/01/2021,15/01/2021 06:14,2021,1,GIF,studying,positive,75,2126,,,,,,
24907,a1249a46-6362-4a73-a1e9-3b5d236cdd73,intrigued,07/05/2021,07/05/2021 02:55,2021,5,GIF,studying,positive,45,2138,,,,,,
24908,a1249a46-6362-4a73-a1e9-3b5d236cdd73,worried,14/05/2021,14/05/2021 09:28,2021,5,GIF,studying,negative,12,2138,,,,,,
24909,a1249a46-6362-4a73-a1e9-3b5d236cdd73,want,05/05/2021,05/05/2021 08:26,2021,5,GIF,studying,positive,70,2138,,,,,,
24910,a1249a46-6362-4a73-a1e9-3b5d236cdd73,disgust,12/03/2021,12/03/2021 03:38,2021,3,GIF,studying,negative,0,2012,,,,,,
24911,a1249a46-6362-4a73-a1e9-3b5d236cdd73,dislike,18/01/2021,18/01/2021 18:13,2021,1,GIF,studying,negative,10,2126,,,,,,
24912,a1249a46-6362-4a73-a1e9-3b5d236cdd73,adore,16/03/2021,16/03/2021 09:15,2021,3,GIF,studying,positive,72,2012,,,,,,
24913,a1249a46-6362-4a73-a1e9-3b5d236cdd73,intrigued,01/02/2021,01/02/2021 07:55,2021,2,GIF,studying,positive,45,1914,,,,,,
24914,a1249a46-6362-4a73-a1e9-3b5d236cdd73,cherish,20/03/2021,20/03/2021 02:40,2021,3,GIF,studying,positive,70,2012,,,,,,
24915,a1249a46-6362-4a73-a1e9-3b5d236cdd73,disgust,07/02/2021,07/02/2021 04:03,2021,2,GIF,studying,negative,0,1914,,,,,,
24916,a1249a46-6362-4a73-a1e9-3b5d236cdd73,indifferent,18/02/2021,18/02/2021 15:16,2021,2,GIF,studying,neutral,20,1914,,,,,,
24917,a1249a46-6362-4a73-a1e9-3b5d236cdd73,adore,22/07/2020,22/07/2020 15:24,2020,7,GIF,studying,positive,72,2070,,,,,,
24918,a1249a46-6362-4a73-a1e9-3b5d236cdd73,love,25/03/2021,25/03/2021 02:43,2021,3,GIF,studying,positive,65,2012,,,,,,
24919,a1249a46-6362-4a73-a1e9-3b5d236cdd73,peeking,03/10/2020,03/10/2020 21:13,2020,10,GIF,studying,neutral,35,2056,,,,,,
24920,a1249a46-6362-4a73-a1e9-3b5d236cdd73,super love,16/06/2021,16/06/2021 11:52,2021,6,GIF,studying,positive,75,2021,,,,,,
24921,a1249a46-6362-4a73-a1e9-3b5d236cdd73,indifferent,24/01/2021,24/01/2021 09:20,2021,1,GIF,studying,neutral,20,2126,,,,,,
24922,a1249a46-6362-4a73-a1e9-3b5d236cdd73,scared,08/11/2020,08/11/2020 14:47,2020,11,GIF,studying,negative,15,2034,,,,,,
24923,a1249a46-6362-4a73-a1e9-3b5d236cdd73,scared,29/11/2020,29/11/2020 04:55,2020,11,GIF,studying,negative,15,2034,,,,,,
24924,a1249a46-6362-4a73-a1e9-3b5d236cdd73,interested,05/02/2021,05/02/2021 05:28,2021,2,GIF,studying,positive,30,1914,,,,,,
24925,a1249a46-6362-4a73-a1e9-3b5d236cdd73,worried,07/04/2021,07/04/2021 03:53,2021,4,GIF,studying,negative,12,1974,,,,,,
24926,a1249a46-6362-4a73-a1e9-3b5d236cdd73,like,09/10/2020,09/10/2020 19:01,2020,10,GIF,studying,positive,50,2056,,,,,,
24927,a1249a46-6362-4a73-a1e9-3b5d236cdd73,super love,30/04/2021,30/04/2021 18:59,2021,4,GIF,studying,positive,75,1974,,,,,,
24928,a1249a46-6362-4a73-a1e9-3b5d236cdd73,hate,23/12/2020,23/12/2020 15:57,2020,12,GIF,studying,negative,5,2092,,,,,,
24929,a1249a46-6362-4a73-a1e9-3b5d236cdd73,scared,03/06/2021,03/06/2021 11:11,2021,6,GIF,studying,negative,15,2021,,,,,,
24930,a1249a46-6362-4a73-a1e9-3b5d236cdd73,super love,10/03/2021,10/03/2021 16:12,2021,3,GIF,studying,positive,75,2012,,,,,,
24931,a1249a46-6362-4a73-a1e9-3b5d236cdd73,interested,25/03/2021,25/03/2021 12:30,2021,3,GIF,studying,positive,30,2012,,,,,,
24932,a1249a46-6362-4a73-a1e9-3b5d236cdd73,peeking,07/12/2020,07/12/2020 13:55,2020,12,GIF,studying,neutral,35,2092,,,,,,
24933,a1249a46-6362-4a73-a1e9-3b5d236cdd73,like,01/07/2020,01/07/2020 22:15,2020,7,GIF,studying,positive,50,2070,,,,,,
24934,a1249a46-6362-4a73-a1e9-3b5d236cdd73,adore,25/08/2020,25/08/2020 15:12,2020,8,GIF,studying,positive,72,2114,,,,,,
24936,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,super love,17/06/2021,17/06/2021 23:59,2021,6,GIF,culture,positive,75,2021,,,,,,
24937,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,interested,17/11/2020,17/11/2020 16:58,2020,11,GIF,culture,positive,30,2034,,,,,,
24938,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,cherish,23/01/2021,23/01/2021 05:42,2021,1,GIF,culture,positive,70,2126,,,,,,
24939,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,disgust,06/05/2021,06/05/2021 15:45,2021,5,GIF,culture,negative,0,2138,,,,,,
24940,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,like,17/12/2020,17/12/2020 20:08,2020,12,GIF,culture,positive,50,2092,,,,,,
24941,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,want,26/06/2020,26/06/2020 20:00,2020,6,GIF,culture,positive,70,2021,,,,,,
24942,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,peeking,22/03/2021,22/03/2021 18:23,2021,3,GIF,culture,neutral,35,2012,,,,,,
24943,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,intrigued,22/04/2021,22/04/2021 13:25,2021,4,GIF,culture,positive,45,1974,,,,,,
24944,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,intrigued,11/05/2021,11/05/2021 08:26,2021,5,GIF,culture,positive,45,2138,,,,,,
24945,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,scared,15/03/2021,15/03/2021 20:52,2021,3,GIF,culture,negative,15,2012,,,,,,
24946,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,super love,05/02/2021,05/02/2021 11:45,2021,2,GIF,culture,positive,75,1914,,,,,,
24947,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,dislike,10/02/2021,10/02/2021 08:50,2021,2,GIF,culture,negative,10,1914,,,,,,
24948,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,worried,19/09/2020,19/09/2020 14:20,2020,9,GIF,culture,negative,12,2022,,,,,,
24949,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,cherish,13/04/2021,13/04/2021 00:50,2021,4,GIF,culture,positive,70,1974,,,,,,
24950,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,hate,06/01/2021,06/01/2021 05:33,2021,1,GIF,culture,negative,5,2126,,,,,,
24951,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,worried,03/03/2021,03/03/2021 22:33,2021,3,GIF,culture,negative,12,2012,,,,,,
24952,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,worried,12/11/2020,12/11/2020 02:49,2020,11,GIF,culture,negative,12,2034,,,,,,
24953,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,adore,06/11/2020,06/11/2020 01:11,2020,11,GIF,culture,positive,72,2034,,,,,,
24954,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,cherish,08/12/2020,08/12/2020 14:05,2020,12,GIF,culture,positive,70,2092,,,,,,
24955,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,dislike,15/03/2021,15/03/2021 14:03,2021,3,GIF,culture,negative,10,2012,,,,,,
24956,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,disgust,12/11/2020,12/11/2020 02:26,2020,11,GIF,culture,negative,0,2034,,,,,,
24957,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,scared,20/11/2020,20/11/2020 19:06,2020,11,GIF,culture,negative,15,2034,,,,,,
24958,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,love,25/06/2020,25/06/2020 22:20,2020,6,GIF,culture,positive,65,2021,,,,,,
24959,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,like,12/03/2021,12/03/2021 09:19,2021,3,GIF,culture,positive,50,2012,,,,,,
24960,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,super love,25/08/2020,25/08/2020 02:16,2020,8,GIF,culture,positive,75,2114,,,,,,
24961,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,peeking,25/01/2021,25/01/2021 18:58,2021,1,GIF,culture,neutral,35,2126,,,,,,
24962,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,indifferent,29/10/2020,29/10/2020 21:17,2020,10,GIF,culture,neutral,20,2056,,,,,,
24963,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,worried,05/04/2021,05/04/2021 09:37,2021,4,GIF,culture,negative,12,1974,,,,,,
24964,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,dislike,25/12/2020,25/12/2020 00:03,2020,12,GIF,culture,negative,10,2092,,,,,,
24965,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,scared,15/10/2020,15/10/2020 11:58,2020,10,GIF,culture,negative,15,2056,,,,,,
24966,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,adore,01/11/2020,01/11/2020 11:17,2020,11,GIF,culture,positive,72,2034,,,,,,
24967,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,heart,20/12/2020,20/12/2020 00:50,2020,12,GIF,culture,positive,60,2092,,,,,,
24968,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,super love,02/06/2021,02/06/2021 21:58,2021,6,GIF,culture,positive,75,2021,,,,,,
24969,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,want,03/11/2020,03/11/2020 14:43,2020,11,GIF,culture,positive,70,2034,,,,,,
24970,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,worried,05/10/2020,05/10/2020 22:08,2020,10,GIF,culture,negative,12,2056,,,,,,
24971,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,heart,29/03/2021,29/03/2021 04:09,2021,3,GIF,culture,positive,60,2012,,,,,,
24972,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,adore,11/07/2020,11/07/2020 02:51,2020,7,GIF,culture,positive,72,2070,,,,,,
24973,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,like,27/12/2020,27/12/2020 04:25,2020,12,GIF,culture,positive,50,2092,,,,,,
24974,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,cherish,30/10/2020,30/10/2020 10:22,2020,10,GIF,culture,positive,70,2056,,,,,,
24975,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,adore,21/04/2021,21/04/2021 14:24,2021,4,GIF,culture,positive,72,1974,,,,,,
24976,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,disgust,17/02/2021,17/02/2021 18:42,2021,2,GIF,culture,negative,0,1914,,,,,,
24977,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,super love,20/12/2020,20/12/2020 10:47,2020,12,GIF,culture,positive,75,2092,,,,,,
24978,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,want,08/03/2021,08/03/2021 15:11,2021,3,GIF,culture,positive,70,2012,,,,,,
24979,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,like,12/11/2020,12/11/2020 00:12,2020,11,GIF,culture,positive,50,2034,,,,,,
24980,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,indifferent,02/04/2021,02/04/2021 14:22,2021,4,GIF,culture,neutral,20,1974,,,,,,
24981,bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,cherish,13/02/2021,13/02/2021 04:03,2021,2,GIF,culture,positive,70,1914,,,,,,
24983,58b0f92a-76ae-4521-a223-2b117f4f4e70,interested,15/05/2021,15/05/2021 21:43,2021,5,video,dogs,positive,30,2138,,,,,,
24984,58b0f92a-76ae-4521-a223-2b117f4f4e70,hate,09/03/2021,09/03/2021 05:22,2021,3,video,dogs,negative,5,2012,,,,,,
24985,58b0f92a-76ae-4521-a223-2b117f4f4e70,hate,11/11/2020,11/11/2020 03:56,2020,11,video,dogs,negative,5,2034,,,,,,
24986,58b0f92a-76ae-4521-a223-2b117f4f4e70,adore,11/11/2020,11/11/2020 10:40,2020,11,video,dogs,positive,72,2034,,,,,,
24987,58b0f92a-76ae-4521-a223-2b117f4f4e70,heart,30/09/2020,30/09/2020 12:11,2020,9,video,dogs,positive,60,2022,,,,,,
24988,58b0f92a-76ae-4521-a223-2b117f4f4e70,super love,31/08/2020,31/08/2020 12:35,2020,8,video,dogs,positive,75,2114,,,,,,
24989,58b0f92a-76ae-4521-a223-2b117f4f4e70,love,23/05/2021,23/05/2021 15:48,2021,5,video,dogs,positive,65,2138,,,,,,
24990,58b0f92a-76ae-4521-a223-2b117f4f4e70,cherish,02/06/2021,02/06/2021 22:38,2021,6,video,dogs,positive,70,2021,,,,,,
24991,58b0f92a-76ae-4521-a223-2b117f4f4e70,indifferent,28/09/2020,28/09/2020 02:53,2020,9,video,dogs,neutral,20,2022,,,,,,
24992,58b0f92a-76ae-4521-a223-2b117f4f4e70,disgust,26/08/2020,26/08/2020 22:04,2020,8,video,dogs,negative,0,2114,,,,,,
24993,58b0f92a-76ae-4521-a223-2b117f4f4e70,worried,19/01/2021,19/01/2021 23:50,2021,1,video,dogs,negative,12,2126,,,,,,
24994,58b0f92a-76ae-4521-a223-2b117f4f4e70,super love,19/11/2020,19/11/2020 06:59,2020,11,video,dogs,positive,75,2034,,,,,,
24995,58b0f92a-76ae-4521-a223-2b117f4f4e70,adore,21/10/2020,21/10/2020 18:56,2020,10,video,dogs,positive,72,2056,,,,,,
24996,58b0f92a-76ae-4521-a223-2b117f4f4e70,dislike,11/01/2021,11/01/2021 22:53,2021,1,video,dogs,negative,10,2126,,,,,,
24997,58b0f92a-76ae-4521-a223-2b117f4f4e70,heart,11/08/2020,11/08/2020 21:14,2020,8,video,dogs,positive,60,2114,,,,,,
24998,58b0f92a-76ae-4521-a223-2b117f4f4e70,super love,19/02/2021,19/02/2021 08:20,2021,2,video,dogs,positive,75,1914,,,,,,
24999,58b0f92a-76ae-4521-a223-2b117f4f4e70,peeking,23/08/2020,23/08/2020 05:09,2020,8,video,dogs,neutral,35,2114,,,,,,
25001,9c8f1389-d04e-4a55-a2f5-1612539b70a7,interested,14/07/2020,14/07/2020 21:24,2020,7,audio,technology,positive,30,2070,,,,,,
25002,9c8f1389-d04e-4a55-a2f5-1612539b70a7,intrigued,24/08/2020,24/08/2020 10:37,2020,8,audio,technology,positive,45,2114,,,,,,
25003,9c8f1389-d04e-4a55-a2f5-1612539b70a7,want,16/01/2021,16/01/2021 04:26,2021,1,audio,technology,positive,70,2126,,,,,,
25004,9c8f1389-d04e-4a55-a2f5-1612539b70a7,cherish,17/06/2021,17/06/2021 14:36,2021,6,audio,technology,positive,70,2021,,,,,,
25005,9c8f1389-d04e-4a55-a2f5-1612539b70a7,worried,28/05/2021,28/05/2021 16:56,2021,5,audio,technology,negative,12,2138,,,,,,
25006,9c8f1389-d04e-4a55-a2f5-1612539b70a7,scared,14/01/2021,14/01/2021 02:11,2021,1,audio,technology,negative,15,2126,,,,,,
25007,9c8f1389-d04e-4a55-a2f5-1612539b70a7,peeking,28/04/2021,28/04/2021 13:55,2021,4,audio,technology,neutral,35,1974,,,,,,
25008,9c8f1389-d04e-4a55-a2f5-1612539b70a7,scared,24/11/2020,24/11/2020 21:59,2020,11,audio,technology,negative,15,2034,,,,,,
25009,9c8f1389-d04e-4a55-a2f5-1612539b70a7,dislike,10/01/2021,10/01/2021 13:58,2021,1,audio,technology,negative,10,2126,,,,,,
25010,9c8f1389-d04e-4a55-a2f5-1612539b70a7,hate,23/01/2021,23/01/2021 11:17,2021,1,audio,technology,negative,5,2126,,,,,,
25011,9c8f1389-d04e-4a55-a2f5-1612539b70a7,worried,07/08/2020,07/08/2020 03:21,2020,8,audio,technology,negative,12,2114,,,,,,
25012,9c8f1389-d04e-4a55-a2f5-1612539b70a7,peeking,17/02/2021,17/02/2021 10:31,2021,2,audio,technology,neutral,35,1914,,,,,,
25013,9c8f1389-d04e-4a55-a2f5-1612539b70a7,interested,26/11/2020,26/11/2020 06:24,2020,11,audio,technology,positive,30,2034,,,,,,
25014,9c8f1389-d04e-4a55-a2f5-1612539b70a7,adore,27/08/2020,27/08/2020 03:12,2020,8,audio,technology,positive,72,2114,,,,,,
25015,9c8f1389-d04e-4a55-a2f5-1612539b70a7,dislike,14/01/2021,14/01/2021 14:01,2021,1,audio,technology,negative,10,2126,,,,,,
25016,9c8f1389-d04e-4a55-a2f5-1612539b70a7,cherish,01/07/2020,01/07/2020 14:48,2020,7,audio,technology,positive,70,2070,,,,,,
25017,9c8f1389-d04e-4a55-a2f5-1612539b70a7,want,15/09/2020,15/09/2020 20:11,2020,9,audio,technology,positive,70,2022,,,,,,
25018,9c8f1389-d04e-4a55-a2f5-1612539b70a7,cherish,07/03/2021,07/03/2021 13:51,2021,3,audio,technology,positive,70,2012,,,,,,
25019,9c8f1389-d04e-4a55-a2f5-1612539b70a7,dislike,23/08/2020,23/08/2020 17:38,2020,8,audio,technology,negative,10,2114,,,,,,
25020,9c8f1389-d04e-4a55-a2f5-1612539b70a7,interested,04/01/2021,04/01/2021 15:25,2021,1,audio,technology,positive,30,2126,,,,,,
25021,9c8f1389-d04e-4a55-a2f5-1612539b70a7,heart,13/04/2021,13/04/2021 15:05,2021,4,audio,technology,positive,60,1974,,,,,,
25022,9c8f1389-d04e-4a55-a2f5-1612539b70a7,interested,21/05/2021,21/05/2021 01:49,2021,5,audio,technology,positive,30,2138,,,,,,
25023,9c8f1389-d04e-4a55-a2f5-1612539b70a7,want,29/09/2020,29/09/2020 23:02,2020,9,audio,technology,positive,70,2022,,,,,,
25024,9c8f1389-d04e-4a55-a2f5-1612539b70a7,adore,16/02/2021,16/02/2021 21:47,2021,2,audio,technology,positive,72,1914,,,,,,
25025,9c8f1389-d04e-4a55-a2f5-1612539b70a7,like,11/03/2021,11/03/2021 16:12,2021,3,audio,technology,positive,50,2012,,,,,,
25026,9c8f1389-d04e-4a55-a2f5-1612539b70a7,cherish,21/11/2020,21/11/2020 06:27,2020,11,audio,technology,positive,70,2034,,,,,,
25027,9c8f1389-d04e-4a55-a2f5-1612539b70a7,indifferent,10/12/2020,10/12/2020 21:21,2020,12,audio,technology,neutral,20,2092,,,,,,
25029,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,want,25/06/2020,25/06/2020 03:20,2020,6,photo,technology,positive,70,2021,,,,,,
25030,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,worried,30/03/2021,30/03/2021 05:54,2021,3,photo,technology,negative,12,2012,,,,,,
25031,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,worried,27/06/2020,27/06/2020 11:42,2020,6,photo,technology,negative,12,2021,,,,,,
25032,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,heart,22/06/2020,22/06/2020 01:18,2020,6,photo,technology,positive,60,2021,,,,,,
25033,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,love,12/07/2020,12/07/2020 14:51,2020,7,photo,technology,positive,65,2070,,,,,,
25034,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,interested,22/06/2020,22/06/2020 23:58,2020,6,photo,technology,positive,30,2021,,,,,,
25035,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,dislike,10/07/2020,10/07/2020 12:20,2020,7,photo,technology,negative,10,2070,,,,,,
25036,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,hate,04/01/2021,04/01/2021 14:18,2021,1,photo,technology,negative,5,2126,,,,,,
25037,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,love,22/04/2021,22/04/2021 06:57,2021,4,photo,technology,positive,65,1974,,,,,,
25038,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,dislike,26/03/2021,26/03/2021 22:25,2021,3,photo,technology,negative,10,2012,,,,,,
25039,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,indifferent,01/01/2021,01/01/2021 13:31,2021,1,photo,technology,neutral,20,2126,,,,,,
25040,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,worried,19/04/2021,19/04/2021 15:37,2021,4,photo,technology,negative,12,1974,,,,,,
25041,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,dislike,18/04/2021,18/04/2021 18:18,2021,4,photo,technology,negative,10,1974,,,,,,
25042,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,intrigued,27/04/2021,27/04/2021 16:32,2021,4,photo,technology,positive,45,1974,,,,,,
25043,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,hate,16/02/2021,16/02/2021 17:15,2021,2,photo,technology,negative,5,1914,,,,,,
25044,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,peeking,09/12/2020,09/12/2020 01:00,2020,12,photo,technology,neutral,35,2092,,,,,,
25045,98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,disgust,04/10/2020,04/10/2020 19:59,2020,10,photo,technology,negative,0,2056,,,,,,
